benchmark,variant,workset_bytes,stride_bytes,iters,blocks_x_threads,time_ns_per_iter,bandwidth_gbs,l2_hit_pct,l1_hit_pct,dram_read_sectors,stall_long_scoreboard_pct,note
pointer_chase,lcg,268435456,0,200000,1x32,412.549,0.009696,1.02,0.01,392072,92.07,LCG permutation
pointer_chase,lcg,4294967296,0,200000,1x32,417.775,0.009575,0.06,0.00,403460,92.17,LCG permutation
